student_id,gender,race,parent_edu,lunch,test_prep,math,reading,writing
362,male,group B,some high school,standard,completed,85,84,78
366,male,group A,bachelor's degree,free/reduced,completed,49,58,60
367,male,group C,high school,standard,completed,69,58,53
372,female,group C,some college,free/reduced,completed,45,73,70
374,female,group D,some college,standard,completed,82,97,96
378,female,group D,master's degree,free/reduced,completed,85,95,100
382,male,group C,associate's degree,standard,completed,87,100,95
391,male,group E,some high school,free/reduced,completed,73,67,59
394,male,group C,associate's degree,standard,completed,57,54,56
395,female,group C,some high school,standard,completed,65,74,77
401,female,group C,some high school,standard,completed,59,54,67
404,female,group D,high school,standard,completed,88,99,100
407,male,group B,associate's degree,standard,completed,65,65,63
409,female,group D,high school,free/reduced,completed,52,57,56
410,male,group D,associate's degree,standard,completed,87,84,85
411,female,group D,master's degree,standard,completed,70,71,74
412,male,group E,some college,standard,completed,84,83,78
414,male,group B,some high school,standard,completed,63,67,67
415,female,group C,bachelor's degree,free/reduced,completed,51,72,79
417,male,group C,bachelor's degree,standard,completed,71,74,68
420,male,group E,high school,free/reduced,completed,57,56,54
421,female,group C,associate's degree,free/reduced,completed,82,93,93
422,female,group D,high school,standard,completed,57,58,64
423,female,group D,master's degree,free/reduced,completed,47,58,67
424,female,group A,some high school,standard,completed,59,85,80
436,male,group C,some college,free/reduced,completed,50,48,53
440,male,group D,some high school,standard,completed,89,88,82
441,female,group C,some college,standard,completed,67,81,79
446,female,group C,some high school,standard,completed,67,74,77
448,male,group C,high school,standard,completed,86,81,80
451,female,group C,some college,free/reduced,completed,64,85,85
460,male,group B,high school,standard,completed,72,65,68
465,male,group A,bachelor's degree,standard,completed,75,58,62
468,male,group A,high school,free/reduced,completed,72,67,65
469,female,group A,high school,free/reduced,completed,77,88,85
471,female,group C,associate's degree,standard,completed,83,85,90
473,female,group C,associate's degree,standard,completed,68,86,84
475,female,group B,associate's degree,standard,completed,90,90,91
476,female,group D,bachelor's degree,standard,completed,71,76,83
477,male,group E,bachelor's degree,standard,completed,76,62,66
481,male,group B,high school,standard,completed,73,71,68
489,male,group B,some high school,standard,completed,64,53,57
490,male,group A,associate's degree,free/reduced,completed,79,82,82
496,male,group D,high school,standard,completed,68,64,66
498,female,group D,some college,free/reduced,completed,59,78,76
502,female,group B,associate's degree,standard,completed,94,87,92
504,female,group E,associate's degree,standard,completed,95,89,92
514,female,group B,some high school,standard,completed,54,61,62
515,female,group B,master's degree,free/reduced,completed,77,97,94
516,female,group C,some high school,standard,completed,76,87,85
518,female,group E,some college,standard,completed,66,74,73
519,female,group D,some high school,standard,completed,66,78,78
520,female,group B,high school,free/reduced,completed,67,78,79
525,male,group C,high school,standard,completed,53,52,49
527,male,group C,some high school,free/reduced,completed,56,61,60
531,female,group C,associate's degree,standard,completed,68,67,73
533,male,group E,associate's degree,standard,completed,62,61,58
534,female,group E,associate's degree,standard,completed,79,88,94
535,male,group B,high school,standard,completed,73,69,68
536,female,group C,bachelor's degree,free/reduced,completed,66,83,83
537,male,group C,associate's degree,standard,completed,51,60,58
539,male,group E,bachelor's degree,standard,completed,85,66,71
540,male,group A,associate's degree,standard,completed,97,92,86
541,male,group C,high school,standard,completed,75,69,68
542,male,group D,associate's degree,free/reduced,completed,79,82,80
546,male,group E,some high school,free/reduced,completed,78,83,80
547,female,group A,some high school,standard,completed,92,100,97
548,male,group C,high school,standard,completed,72,67,64
552,male,group B,bachelor's degree,free/reduced,completed,87,90,88
557,female,group C,associate's degree,standard,completed,55,72,79
561,female,group D,some college,standard,completed,74,75,79
563,male,group C,bachelor's degree,standard,completed,96,90,92
564,female,group D,some college,free/reduced,completed,63,80,80
567,female,group E,bachelor's degree,free/reduced,completed,92,100,100
568,female,group D,master's degree,free/reduced,completed,61,71,78
571,male,group B,some college,standard,completed,71,75,70
574,female,group C,high school,free/reduced,completed,50,66,64
576,male,group A,associate's degree,free/reduced,completed,40,55,53
577,male,group A,some college,standard,completed,61,51,52
579,female,group B,some college,free/reduced,completed,48,56,58
584,female,group D,associate's degree,standard,completed,73,75,80
595,female,group C,bachelor's degree,standard,completed,92,100,99
596,female,group C,bachelor's degree,standard,completed,56,79,72
605,male,group D,master's degree,free/reduced,completed,84,89,90
611,male,group D,some college,free/reduced,completed,69,60,63
613,male,group C,bachelor's degree,standard,completed,94,90,91
620,male,group C,associate's degree,free/reduced,completed,65,73,68
623,male,group C,high school,free/reduced,completed,58,51,52
624,male,group A,some college,standard,completed,100,96,86
626,male,group D,some college,standard,completed,100,97,99
627,male,group B,associate's degree,free/reduced,completed,69,70,63
630,female,group C,some high school,standard,completed,44,51,55
633,female,group B,bachelor's degree,standard,completed,66,74,81
637,female,group B,high school,free/reduced,completed,67,80,81
638,female,group D,some high school,standard,completed,80,92,88
642,female,group D,associate's degree,free/reduced,completed,74,88,90
644,female,group E,high school,standard,completed,74,79,80
646,female,group B,bachelor's degree,standard,completed,65,81,81
650,female,group D,some college,standard,completed,69,79,81
651,male,group C,some high school,free/reduced,completed,51,56,53
652,female,group A,high school,standard,completed,68,80,76
653,female,group D,some college,standard,completed,85,86,98
654,female,group A,associate's degree,standard,completed,65,70,74
666,female,group C,some high school,free/reduced,completed,50,60,60
667,female,group C,some college,free/reduced,completed,63,73,71
670,male,group D,associate's degree,standard,completed,81,72,77
674,female,group C,associate's degree,standard,completed,65,84,84
675,female,group D,high school,standard,completed,69,77,78
676,female,group B,some college,standard,completed,50,64,66
677,female,group E,some college,standard,completed,73,78,76
678,female,group C,some high school,standard,completed,70,82,76
684,female,group C,some high school,free/reduced,completed,29,40,44
685,male,group B,some college,standard,completed,62,66,68
686,female,group E,master's degree,standard,completed,94,99,100
687,male,group E,some college,standard,completed,85,75,68
693,female,group C,bachelor's degree,free/reduced,completed,66,74,81
697,female,group C,associate's degree,standard,completed,75,82,90
699,female,group D,associate's degree,standard,completed,57,78,79
701,female,group E,bachelor's degree,standard,completed,79,81,82
703,male,group A,bachelor's degree,standard,completed,87,84,87
705,female,group B,some high school,free/reduced,completed,59,63,64
710,female,group D,associate's degree,free/reduced,completed,42,61,58
711,male,group C,some college,standard,completed,93,84,90
712,female,group E,some high school,standard,completed,80,85,85
715,female,group B,some high school,standard,completed,60,70,74
716,female,group B,associate's degree,free/reduced,completed,76,94,87
717,male,group C,associate's degree,standard,completed,73,78,72
718,female,group C,associate's degree,standard,completed,96,96,99
720,male,group E,associate's degree,free/reduced,completed,91,73,80
722,male,group D,some high school,free/reduced,completed,55,59,59
723,female,group B,some high school,free/reduced,completed,74,90,88
726,male,group E,some college,standard,completed,81,74,71
727,female,group E,associate's degree,standard,completed,65,75,77
728,male,group E,some high school,standard,completed,68,51,57
731,female,group B,associate's degree,free/reduced,completed,68,77,80
733,female,group C,some college,standard,completed,87,89,94
738,female,group B,some college,free/reduced,completed,53,66,73
744,female,group C,associate's degree,standard,completed,59,73,72
750,male,group B,some college,standard,completed,87,84,86
751,male,group D,some high school,standard,completed,71,69,68
753,male,group C,master's degree,free/reduced,completed,79,77,75
754,female,group C,some high school,standard,completed,77,90,85
758,male,group E,bachelor's degree,free/reduced,completed,70,68,72
759,female,group D,some college,free/reduced,completed,52,59,65
760,male,group B,some college,standard,completed,69,77,77
763,male,group D,some high school,standard,completed,78,81,86
767,female,group C,high school,standard,completed,58,75,77
768,male,group B,high school,standard,completed,76,62,60
773,female,group B,some high school,free/reduced,completed,52,67,72
779,female,group A,some college,standard,completed,72,79,82
780,male,group E,associate's degree,standard,completed,94,85,82
783,female,group B,high school,free/reduced,completed,76,85,82
784,female,group C,associate's degree,standard,completed,52,59,62
785,male,group C,bachelor's degree,standard,completed,91,81,79
786,female,group B,some high school,standard,completed,32,51,44
794,male,group E,some high school,standard,completed,89,84,77
796,female,group E,associate's degree,free/reduced,completed,57,68,73
801,male,group C,some high school,standard,completed,67,73,68
802,male,group C,some high school,standard,completed,76,80,73
813,female,group C,master's degree,standard,completed,54,64,67
814,male,group E,some high school,standard,completed,87,84,76
816,male,group B,some high school,standard,completed,94,86,87
818,male,group D,bachelor's degree,free/reduced,completed,61,70,76
821,female,group A,some high school,standard,completed,85,90,92
823,male,group E,some college,free/reduced,completed,49,52,51
827,female,group C,associate's degree,free/reduced,completed,56,68,70
829,female,group D,some high school,free/reduced,completed,69,86,81
832,female,group C,bachelor's degree,free/reduced,completed,74,86,89
834,female,group B,high school,standard,completed,77,82,89
836,female,group C,high school,standard,completed,60,64,74
838,female,group A,high school,standard,completed,75,82,79
839,male,group B,associate's degree,free/reduced,completed,58,57,53
843,female,group B,high school,free/reduced,completed,23,44,36
844,male,group B,some college,free/reduced,completed,74,77,76
845,female,group D,some high school,free/reduced,completed,40,65,64
847,male,group C,master's degree,standard,completed,91,85,85
859,male,group B,high school,standard,completed,52,49,46
863,male,group D,bachelor's degree,free/reduced,completed,39,42,38
864,female,group C,some college,standard,completed,71,71,80
866,male,group D,some college,standard,completed,82,82,88
869,male,group E,associate's degree,free/reduced,completed,78,74,72
872,female,group C,some college,standard,completed,70,72,76
873,male,group B,associate's degree,standard,completed,82,84,78
881,male,group C,bachelor's degree,standard,completed,63,64,66
882,female,group E,bachelor's degree,standard,completed,71,70,70
886,female,group C,associate's degree,standard,completed,62,76,80
887,female,group E,associate's degree,standard,completed,93,100,95
891,female,group E,some college,standard,completed,86,85,91
894,male,group D,some high school,standard,completed,88,74,75
898,female,group B,some high school,free/reduced,completed,63,78,79
899,male,group D,associate's degree,standard,completed,67,54,63
900,female,group D,some high school,standard,completed,65,78,82
903,female,group A,high school,free/reduced,completed,34,48,41
904,female,group D,bachelor's degree,free/reduced,completed,93,100,100
908,female,group D,some college,standard,completed,79,84,91
910,male,group E,bachelor's degree,standard,completed,70,64,70
913,female,group C,bachelor's degree,standard,completed,52,61,66
914,female,group C,bachelor's degree,free/reduced,completed,47,62,66
917,male,group E,bachelor's degree,standard,completed,100,100,100
919,female,group C,associate's degree,standard,completed,57,77,80
920,male,group B,some college,standard,completed,91,96,91
926,male,group E,some high school,standard,completed,74,64,60
928,female,group D,high school,free/reduced,completed,65,61,71
929,male,group E,associate's degree,free/reduced,completed,46,43,44
931,male,group C,some college,free/reduced,completed,67,74,70
933,male,group D,associate's degree,free/reduced,completed,61,71,73
934,male,group C,bachelor's degree,free/reduced,completed,70,75,74
935,male,group C,associate's degree,standard,completed,98,87,90
939,male,group D,some college,standard,completed,85,81,85
940,male,group D,some high school,standard,completed,77,68,69
941,male,group C,master's degree,free/reduced,completed,72,66,72
944,male,group A,some high school,free/reduced,completed,61,62,61
949,male,group B,some high school,free/reduced,completed,49,50,52
950,female,group E,high school,free/reduced,completed,57,75,73
952,female,group D,some college,standard,completed,75,77,83
954,male,group C,high school,standard,completed,58,52,54
964,female,group C,some high school,free/reduced,completed,65,76,75
967,male,group A,some high school,standard,completed,66,68,64
972,male,group C,some high school,standard,completed,78,72,69
973,female,group A,high school,free/reduced,completed,53,50,60
976,female,group C,some college,standard,completed,64,82,77
977,male,group B,some college,free/reduced,completed,60,62,60
979,male,group D,high school,standard,completed,55,41,48
983,male,group B,some high school,standard,completed,79,85,86
984,female,group A,some college,standard,completed,78,87,91
988,male,group E,some high school,standard,completed,81,75,76
990,female,group D,some college,free/reduced,completed,67,86,83
991,male,group E,high school,free/reduced,completed,86,81,75
992,female,group B,some high school,standard,completed,65,82,78
996,female,group E,master's degree,standard,completed,88,99,95
998,female,group C,high school,free/reduced,completed,59,71,65
999,female,group D,some college,standard,completed,68,78,77
